Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[organism]	Characteristics[cell line]	Characteristics[cell type]	Characteristics[single cell well quality]	Characteristics[genotype]	Characteristics[phenotype]	Characteristics[strain]	Material Type	Protocol REF	Performer	Protocol REF	Performer	Protocol REF	Performer	Protocol REF	Performer	Protocol REF	Performer	Extract Name	Comment[spike sequence file]	Comment[spike concentration file]	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Comment[NOMINAL_LENGTH]	Comment[NOMINAL_SDEV]	Comment[ORIENTATION]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Protocol REF	Performer	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	Comment[SPOT_LENGTH]	Comment[READ_INDEX_1_BASE_COORD]	Factor Value[spike-in addition]	Factor Value[phenotype]	Factor Value[block]
SLX-9555.N703_S506.C89V9ANXX.s_1.r_1	ERS1628360	SAMEA103939192	Mus musculus	416B	embryonic stem cell	OK	Doxycycline-inducible CBFB-MYH11 oncogene	induced CBFB-MYH11 oncogene expression	B6D2F1-J	single cell	P-MTAB-54880	Fernando Calero	P-MTAB-54882	Fernando Calero	P-MTAB-54889	Fernando Calero	P-MTAB-54884	Fernando Calero	P-MTAB-54885	Fernando Calero	SLX-9555.N703_S506.C89V9ANXX.s_1.r_1	spikes.fa	spikes.txt	SINGLE	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	not applicable	not applicable	not applicable	P-MTAB-54886	CRUK CI	SLX-9555.N703_S506.C89V9ANXX.s_1.r_1	sequencing assay	ERX1958338	SLX-9555.N703_S506.C89V9ANXX.s_1.r_1.fq.gz	SLX-9555.N703_S506.C89V9ANXX.s_1.r_1.fq.gz	ERR1897948	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/008/ERR1897948/ERR1897948.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Calero_20160113.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	  	  	ERCC+SIRV	induced CBFB-MYH11 oncogene expression	20160113
SLX-9555.N703_S507.C89V9ANXX.s_1.r_1	ERS1628361	SAMEA103939193	Mus musculus	416B	embryonic stem cell	OK	Doxycycline-inducible CBFB-MYH11 oncogene	induced CBFB-MYH11 oncogene expression	B6D2F1-J	single cell	P-MTAB-54880	Fernando Calero	P-MTAB-54882	Fernando Calero	P-MTAB-54889	Fernando Calero	P-MTAB-54884	Fernando Calero	P-MTAB-54885	Fernando Calero	SLX-9555.N703_S507.C89V9ANXX.s_1.r_1	spikes.fa	spikes.txt	SINGLE	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	not applicable	not applicable	not applicable	P-MTAB-54886	CRUK CI	SLX-9555.N703_S507.C89V9ANXX.s_1.r_1	sequencing assay	ERX1958339	SLX-9555.N703_S507.C89V9ANXX.s_1.r_1.fq.gz	SLX-9555.N703_S507.C89V9ANXX.s_1.r_1.fq.gz	ERR1897949	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/009/ERR1897949/ERR1897949.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Calero_20160113.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	  	  	ERCC+SIRV	induced CBFB-MYH11 oncogene expression	20160113
SLX-9555.N703_S508.C89V9ANXX.s_1.r_1	ERS1628362	SAMEA103939194	Mus musculus	416B	embryonic stem cell	OK	Doxycycline-inducible CBFB-MYH11 oncogene	induced CBFB-MYH11 oncogene expression	B6D2F1-J	single cell	P-MTAB-54880	Fernando Calero	P-MTAB-54882	Fernando Calero	P-MTAB-54889	Fernando Calero	P-MTAB-54884	Fernando Calero	P-MTAB-54885	Fernando Calero	SLX-9555.N703_S508.C89V9ANXX.s_1.r_1	spikes.fa	spikes.txt	SINGLE	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	not applicable	not applicable	not applicable	P-MTAB-54886	CRUK CI	SLX-9555.N703_S508.C89V9ANXX.s_1.r_1	sequencing assay	ERX1958340	SLX-9555.N703_S508.C89V9ANXX.s_1.r_1.fq.gz	SLX-9555.N703_S508.C89V9ANXX.s_1.r_1.fq.gz	ERR1897950	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/000/ERR1897950/ERR1897950.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Calero_20160113.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	  	  	ERCC+SIRV	induced CBFB-MYH11 oncogene expression	20160113
SLX-9555.N703_S517.C89V9ANXX.s_1.r_1	ERS1628363	SAMEA103939195	Mus musculus	416B	embryonic stem cell	OK	Doxycycline-inducible CBFB-MYH11 oncogene	wild type phenotype	B6D2F1-J	single cell	P-MTAB-54880	Fernando Calero	P-MTAB-54882	Fernando Calero	P-MTAB-54889	Fernando Calero	P-MTAB-54884	Fernando Calero	P-MTAB-54885	Fernando Calero	SLX-9555.N703_S517.C89V9ANXX.s_1.r_1	spikes.fa	spikes.txt	SINGLE	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	not applicable	not applicable	not applicable	P-MTAB-54886	CRUK CI	SLX-9555.N703_S517.C89V9ANXX.s_1.r_1	sequencing assay	ERX1958341	SLX-9555.N703_S517.C89V9ANXX.s_1.r_1.fq.gz	SLX-9555.N703_S517.C89V9ANXX.s_1.r_1.fq.gz	ERR1897951	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/001/ERR1897951/ERR1897951.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Calero_20160113.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	  	  	ERCC+SIRV	wild type phenotype	20160113
SLX-9555.N704_S502.C89V9ANXX.s_1.r_1	ERS1628364	SAMEA103939196	Mus musculus	416B	embryonic stem cell	OK	Doxycycline-inducible CBFB-MYH11 oncogene	wild type phenotype	B6D2F1-J	single cell	P-MTAB-54880	Fernando Calero	P-MTAB-54882	Fernando Calero	P-MTAB-54889	Fernando Calero	P-MTAB-54884	Fernando Calero	P-MTAB-54885	Fernando Calero	SLX-9555.N704_S502.C89V9ANXX.s_1.r_1	spikes.fa	spikes.txt	SINGLE	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	not applicable	not applicable	not applicable	P-MTAB-54886	CRUK CI	SLX-9555.N704_S502.C89V9ANXX.s_1.r_1	sequencing assay	ERX1958342	SLX-9555.N704_S502.C89V9ANXX.s_1.r_1.fq.gz	SLX-9555.N704_S502.C89V9ANXX.s_1.r_1.fq.gz	ERR1897952	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/002/ERR1897952/ERR1897952.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Calero_20160113.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	  	  	ERCC+SIRV	wild type phenotype	20160113
SLX-9555.N704_S503.C89V9ANXX.s_1.r_1	ERS1628365	SAMEA103939197	Mus musculus	416B	embryonic stem cell	OK	Doxycycline-inducible CBFB-MYH11 oncogene	wild type phenotype	B6D2F1-J	single cell	P-MTAB-54880	Fernando Calero	P-MTAB-54882	Fernando Calero	P-MTAB-54889	Fernando Calero	P-MTAB-54884	Fernando Calero	P-MTAB-54885	Fernando Calero	SLX-9555.N704_S503.C89V9ANXX.s_1.r_1	spikes.fa	spikes.txt	SINGLE	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	not applicable	not applicable	not applicable	P-MTAB-54886	CRUK CI	SLX-9555.N704_S503.C89V9ANXX.s_1.r_1	sequencing assay	ERX1958343	SLX-9555.N704_S503.C89V9ANXX.s_1.r_1.fq.gz	SLX-9555.N704_S503.C89V9ANXX.s_1.r_1.fq.gz	ERR1897953	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/003/ERR1897953/ERR1897953.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Calero_20160113.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	  	  	ERCC+SIRV	wild type phenotype	20160113
SLX-9555.N704_S504.C89V9ANXX.s_1.r_1	ERS1628366	SAMEA103939198	Mus musculus	416B	embryonic stem cell	OK	Doxycycline-inducible CBFB-MYH11 oncogene	wild type phenotype	B6D2F1-J	single cell	P-MTAB-54880	Fernando Calero	P-MTAB-54882	Fernando Calero	P-MTAB-54889	Fernando Calero	P-MTAB-54884	Fernando Calero	P-MTAB-54885	Fernando Calero	SLX-9555.N704_S504.C89V9ANXX.s_1.r_1	spikes.fa	spikes.txt	SINGLE	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	not applicable	not applicable	not applicable	P-MTAB-54886	CRUK CI	SLX-9555.N704_S504.C89V9ANXX.s_1.r_1	sequencing assay	ERX1958344	SLX-9555.N704_S504.C89V9ANXX.s_1.r_1.fq.gz	SLX-9555.N704_S504.C89V9ANXX.s_1.r_1.fq.gz	ERR1897954	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/004/ERR1897954/ERR1897954.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Calero_20160113.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	  	  	ERCC+SIRV	wild type phenotype	20160113
SLX-9555.N704_S505.C89V9ANXX.s_1.r_1	ERS1628367	SAMEA103939199	Mus musculus	416B	embryonic stem cell	OK	Doxycycline-inducible CBFB-MYH11 oncogene	induced CBFB-MYH11 oncogene expression	B6D2F1-J	single cell	P-MTAB-54880	Fernando Calero	P-MTAB-54882	Fernando Calero	P-MTAB-54889	Fernando Calero	P-MTAB-54884	Fernando Calero	P-MTAB-54885	Fernando Calero	SLX-9555.N704_S505.C89V9ANXX.s_1.r_1	spikes.fa	spikes.txt	SINGLE	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	not applicable	not applicable	not applicable	P-MTAB-54886	CRUK CI	SLX-9555.N704_S505.C89V9ANXX.s_1.r_1	sequencing assay	ERX1958345	SLX-9555.N704_S505.C89V9ANXX.s_1.r_1.fq.gz	SLX-9555.N704_S505.C89V9ANXX.s_1.r_1.fq.gz	ERR1897955	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/005/ERR1897955/ERR1897955.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Calero_20160113.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	  	  	ERCC+SIRV	induced CBFB-MYH11 oncogene expression	20160113
SLX-9555.N704_S506.C89V9ANXX.s_1.r_1	ERS1628368	SAMEA103939200	Mus musculus	416B	embryonic stem cell	OK	Doxycycline-inducible CBFB-MYH11 oncogene	induced CBFB-MYH11 oncogene expression	B6D2F1-J	single cell	P-MTAB-54880	Fernando Calero	P-MTAB-54882	Fernando Calero	P-MTAB-54889	Fernando Calero	P-MTAB-54884	Fernando Calero	P-MTAB-54885	Fernando Calero	SLX-9555.N704_S506.C89V9ANXX.s_1.r_1	spikes.fa	spikes.txt	SINGLE	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	not applicable	not applicable	not applicable	P-MTAB-54886	CRUK CI	SLX-9555.N704_S506.C89V9ANXX.s_1.r_1	sequencing assay	ERX1958346	SLX-9555.N704_S506.C89V9ANXX.s_1.r_1.fq.gz	SLX-9555.N704_S506.C89V9ANXX.s_1.r_1.fq.gz	ERR1897956	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/006/ERR1897956/ERR1897956.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Calero_20160113.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	  	  	ERCC+SIRV	induced CBFB-MYH11 oncogene expression	20160113
SLX-9555.N704_S507.C89V9ANXX.s_1.r_1	ERS1628369	SAMEA103939201	Mus musculus	416B	embryonic stem cell	OK	Doxycycline-inducible CBFB-MYH11 oncogene	induced CBFB-MYH11 oncogene expression	B6D2F1-J	single cell	P-MTAB-54880	Fernando Calero	P-MTAB-54882	Fernando Calero	P-MTAB-54889	Fernando Calero	P-MTAB-54884	Fernando Calero	P-MTAB-54885	Fernando Calero	SLX-9555.N704_S507.C89V9ANXX.s_1.r_1	spikes.fa	spikes.txt	SINGLE	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	not applicable	not applicable	not applicable	P-MTAB-54886	CRUK CI	SLX-9555.N704_S507.C89V9ANXX.s_1.r_1	sequencing assay	ERX1958347	SLX-9555.N704_S507.C89V9ANXX.s_1.r_1.fq.gz	SLX-9555.N704_S507.C89V9ANXX.s_1.r_1.fq.gz	ERR1897957	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/007/ERR1897957/ERR1897957.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Calero_20160113.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	  	  	ERCC+SIRV	induced CBFB-MYH11 oncogene expression	20160113
SLX-9555.N704_S508.C89V9ANXX.s_1.r_1	ERS1628370	SAMEA103939202	Mus musculus	416B	embryonic stem cell	OK	Doxycycline-inducible CBFB-MYH11 oncogene	induced CBFB-MYH11 oncogene expression	B6D2F1-J	single cell	P-MTAB-54880	Fernando Calero	P-MTAB-54882	Fernando Calero	P-MTAB-54889	Fernando Calero	P-MTAB-54884	Fernando Calero	P-MTAB-54885	Fernando Calero	SLX-9555.N704_S508.C89V9ANXX.s_1.r_1	spikes.fa	spikes.txt	SINGLE	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	not applicable	not applicable	not applicable	P-MTAB-54886	CRUK CI	SLX-9555.N704_S508.C89V9ANXX.s_1.r_1	sequencing assay	ERX1958348	SLX-9555.N704_S508.C89V9ANXX.s_1.r_1.fq.gz	SLX-9555.N704_S508.C89V9ANXX.s_1.r_1.fq.gz	ERR1897958	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/008/ERR1897958/ERR1897958.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Calero_20160113.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	  	  	ERCC+SIRV	induced CBFB-MYH11 oncogene expression	20160113
SLX-9555.N704_S517.C89V9ANXX.s_1.r_1	ERS1628371	SAMEA103939203	Mus musculus	416B	embryonic stem cell	OK	Doxycycline-inducible CBFB-MYH11 oncogene	wild type phenotype	B6D2F1-J	single cell	P-MTAB-54880	Fernando Calero	P-MTAB-54882	Fernando Calero	P-MTAB-54889	Fernando Calero	P-MTAB-54884	Fernando Calero	P-MTAB-54885	Fernando Calero	SLX-9555.N704_S517.C89V9ANXX.s_1.r_1	spikes.fa	spikes.txt	SINGLE	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	not applicable	not applicable	not applicable	P-MTAB-54886	CRUK CI	SLX-9555.N704_S517.C89V9ANXX.s_1.r_1	sequencing assay	ERX1958349	SLX-9555.N704_S517.C89V9ANXX.s_1.r_1.fq.gz	SLX-9555.N704_S517.C89V9ANXX.s_1.r_1.fq.gz	ERR1897959	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/009/ERR1897959/ERR1897959.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Calero_20160113.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	  	  	ERCC+SIRV	wild type phenotype	20160113
SLX-9555.N705_S502.C89V9ANXX.s_1.r_1	ERS1628372	SAMEA103939204	Mus musculus	416B	embryonic stem cell	OK	Doxycycline-inducible CBFB-MYH11 oncogene	wild type phenotype	B6D2F1-J	single cell	P-MTAB-54880	Fernando Calero	P-MTAB-54882	Fernando Calero	P-MTAB-54889	Fernando Calero	P-MTAB-54884	Fernando Calero	P-MTAB-54885	Fernando Calero	SLX-9555.N705_S502.C89V9ANXX.s_1.r_1	spikes.fa	spikes.txt	SINGLE	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	not applicable	not applicable	not applicable	P-MTAB-54886	CRUK CI	SLX-9555.N705_S502.C89V9ANXX.s_1.r_1	sequencing assay	ERX1958350	SLX-9555.N705_S502.C89V9ANXX.s_1.r_1.fq.gz	SLX-9555.N705_S502.C89V9ANXX.s_1.r_1.fq.gz	ERR1897960	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/000/ERR1897960/ERR1897960.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Calero_20160113.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	  	  	SIRV+ERCC	wild type phenotype	20160113
SLX-9555.N705_S503.C89V9ANXX.s_1.r_1	ERS1628373	SAMEA103939205	Mus musculus	416B	embryonic stem cell	OK	Doxycycline-inducible CBFB-MYH11 oncogene	wild type phenotype	B6D2F1-J	single cell	P-MTAB-54880	Fernando Calero	P-MTAB-54882	Fernando Calero	P-MTAB-54889	Fernando Calero	P-MTAB-54884	Fernando Calero	P-MTAB-54885	Fernando Calero	SLX-9555.N705_S503.C89V9ANXX.s_1.r_1	spikes.fa	spikes.txt	SINGLE	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	not applicable	not applicable	not applicable	P-MTAB-54886	CRUK CI	SLX-9555.N705_S503.C89V9ANXX.s_1.r_1	sequencing assay	ERX1958351	SLX-9555.N705_S503.C89V9ANXX.s_1.r_1.fq.gz	SLX-9555.N705_S503.C89V9ANXX.s_1.r_1.fq.gz	ERR1897961	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/001/ERR1897961/ERR1897961.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Calero_20160113.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	  	  	SIRV+ERCC	wild type phenotype	20160113
SLX-9555.N705_S504.C89V9ANXX.s_1.r_1	ERS1628374	SAMEA103939206	Mus musculus	416B	embryonic stem cell	OK	Doxycycline-inducible CBFB-MYH11 oncogene	wild type phenotype	B6D2F1-J	single cell	P-MTAB-54880	Fernando Calero	P-MTAB-54882	Fernando Calero	P-MTAB-54889	Fernando Calero	P-MTAB-54884	Fernando Calero	P-MTAB-54885	Fernando Calero	SLX-9555.N705_S504.C89V9ANXX.s_1.r_1	spikes.fa	spikes.txt	SINGLE	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	not applicable	not applicable	not applicable	P-MTAB-54886	CRUK CI	SLX-9555.N705_S504.C89V9ANXX.s_1.r_1	sequencing assay	ERX1958352	SLX-9555.N705_S504.C89V9ANXX.s_1.r_1.fq.gz	SLX-9555.N705_S504.C89V9ANXX.s_1.r_1.fq.gz	ERR1897962	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/002/ERR1897962/ERR1897962.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Calero_20160113.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	  	  	SIRV+ERCC	wild type phenotype	20160113
SLX-9555.N705_S505.C89V9ANXX.s_1.r_1	ERS1628375	SAMEA103939207	Mus musculus	416B	embryonic stem cell	OK	Doxycycline-inducible CBFB-MYH11 oncogene	induced CBFB-MYH11 oncogene expression	B6D2F1-J	single cell	P-MTAB-54880	Fernando Calero	P-MTAB-54882	Fernando Calero	P-MTAB-54889	Fernando Calero	P-MTAB-54884	Fernando Calero	P-MTAB-54885	Fernando Calero	SLX-9555.N705_S505.C89V9ANXX.s_1.r_1	spikes.fa	spikes.txt	SINGLE	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	not applicable	not applicable	not applicable	P-MTAB-54886	CRUK CI	SLX-9555.N705_S505.C89V9ANXX.s_1.r_1	sequencing assay	ERX1958353	SLX-9555.N705_S505.C89V9ANXX.s_1.r_1.fq.gz	SLX-9555.N705_S505.C89V9ANXX.s_1.r_1.fq.gz	ERR1897963	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/003/ERR1897963/ERR1897963.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Calero_20160113.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	  	  	SIRV+ERCC	induced CBFB-MYH11 oncogene expression	20160113
SLX-9555.N705_S506.C89V9ANXX.s_1.r_1	ERS1628376	SAMEA103939208	Mus musculus	416B	embryonic stem cell	OK	Doxycycline-inducible CBFB-MYH11 oncogene	induced CBFB-MYH11 oncogene expression	B6D2F1-J	single cell	P-MTAB-54880	Fernando Calero	P-MTAB-54882	Fernando Calero	P-MTAB-54889	Fernando Calero	P-MTAB-54884	Fernando Calero	P-MTAB-54885	Fernando Calero	SLX-9555.N705_S506.C89V9ANXX.s_1.r_1	spikes.fa	spikes.txt	SINGLE	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	not applicable	not applicable	not applicable	P-MTAB-54886	CRUK CI	SLX-9555.N705_S506.C89V9ANXX.s_1.r_1	sequencing assay	ERX1958354	SLX-9555.N705_S506.C89V9ANXX.s_1.r_1.fq.gz	SLX-9555.N705_S506.C89V9ANXX.s_1.r_1.fq.gz	ERR1897964	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/004/ERR1897964/ERR1897964.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Calero_20160113.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	  	  	SIRV+ERCC	induced CBFB-MYH11 oncogene expression	20160113
SLX-9555.N705_S507.C89V9ANXX.s_1.r_1	ERS1628377	SAMEA103939209	Mus musculus	416B	embryonic stem cell	OK	Doxycycline-inducible CBFB-MYH11 oncogene	induced CBFB-MYH11 oncogene expression	B6D2F1-J	single cell	P-MTAB-54880	Fernando Calero	P-MTAB-54882	Fernando Calero	P-MTAB-54889	Fernando Calero	P-MTAB-54884	Fernando Calero	P-MTAB-54885	Fernando Calero	SLX-9555.N705_S507.C89V9ANXX.s_1.r_1	spikes.fa	spikes.txt	SINGLE	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	not applicable	not applicable	not applicable	P-MTAB-54886	CRUK CI	SLX-9555.N705_S507.C89V9ANXX.s_1.r_1	sequencing assay	ERX1958355	SLX-9555.N705_S507.C89V9ANXX.s_1.r_1.fq.gz	SLX-9555.N705_S507.C89V9ANXX.s_1.r_1.fq.gz	ERR1897965	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/005/ERR1897965/ERR1897965.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Calero_20160113.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	  	  	SIRV+ERCC	induced CBFB-MYH11 oncogene expression	20160113
SLX-9555.N705_S508.C89V9ANXX.s_1.r_1	ERS1628378	SAMEA103939210	Mus musculus	416B	embryonic stem cell	OK	Doxycycline-inducible CBFB-MYH11 oncogene	induced CBFB-MYH11 oncogene expression	B6D2F1-J	single cell	P-MTAB-54880	Fernando Calero	P-MTAB-54882	Fernando Calero	P-MTAB-54889	Fernando Calero	P-MTAB-54884	Fernando Calero	P-MTAB-54885	Fernando Calero	SLX-9555.N705_S508.C89V9ANXX.s_1.r_1	spikes.fa	spikes.txt	SINGLE	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	not applicable	not applicable	not applicable	P-MTAB-54886	CRUK CI	SLX-9555.N705_S508.C89V9ANXX.s_1.r_1	sequencing assay	ERX1958356	SLX-9555.N705_S508.C89V9ANXX.s_1.r_1.fq.gz	SLX-9555.N705_S508.C89V9ANXX.s_1.r_1.fq.gz	ERR1897966	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/006/ERR1897966/ERR1897966.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Calero_20160113.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	  	  	SIRV+ERCC	induced CBFB-MYH11 oncogene expression	20160113
SLX-9555.N705_S517.C89V9ANXX.s_1.r_1	ERS1628379	SAMEA103939211	Mus musculus	416B	embryonic stem cell	OK	Doxycycline-inducible CBFB-MYH11 oncogene	wild type phenotype	B6D2F1-J	single cell	P-MTAB-54880	Fernando Calero	P-MTAB-54882	Fernando Calero	P-MTAB-54889	Fernando Calero	P-MTAB-54884	Fernando Calero	P-MTAB-54885	Fernando Calero	SLX-9555.N705_S517.C89V9ANXX.s_1.r_1	spikes.fa	spikes.txt	SINGLE	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	not applicable	not applicable	not applicable	P-MTAB-54886	CRUK CI	SLX-9555.N705_S517.C89V9ANXX.s_1.r_1	sequencing assay	ERX1958357	SLX-9555.N705_S517.C89V9ANXX.s_1.r_1.fq.gz	SLX-9555.N705_S517.C89V9ANXX.s_1.r_1.fq.gz	ERR1897967	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/007/ERR1897967/ERR1897967.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Calero_20160113.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	  	  	SIRV+ERCC	wild type phenotype	20160113
SLX-9555.N706_S502.C89V9ANXX.s_1.r_1	ERS1628380	SAMEA103939212	Mus musculus	416B	embryonic stem cell	OK	Doxycycline-inducible CBFB-MYH11 oncogene	wild type phenotype	B6D2F1-J	single cell	P-MTAB-54880	Fernando Calero	P-MTAB-54882	Fernando Calero	P-MTAB-54889	Fernando Calero	P-MTAB-54884	Fernando Calero	P-MTAB-54885	Fernando Calero	SLX-9555.N706_S502.C89V9ANXX.s_1.r_1	spikes.fa	spikes.txt	SINGLE	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	not applicable	not applicable	not applicable	P-MTAB-54886	CRUK CI	SLX-9555.N706_S502.C89V9ANXX.s_1.r_1	sequencing assay	ERX1958358	SLX-9555.N706_S502.C89V9ANXX.s_1.r_1.fq.gz	SLX-9555.N706_S502.C89V9ANXX.s_1.r_1.fq.gz	ERR1897968	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/008/ERR1897968/ERR1897968.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Calero_20160113.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	  	  	SIRV+ERCC	wild type phenotype	20160113
